"","year","date","unit","id","suffix","z","type","geo","collected","integrity","articulation","nsp bone","nsp tooth","nsp total","skeletal element","skeletal part","bone portion","voorhies group","BM category","bone shape (cube,tube,flat)","bone structure (dense,trabecular)","description","class","order","family","genus","species","taxon","stratified.surface","length","carnivore_gnawing","refit","remarks","reference_id.if_from_plaster_jacket.","totalstation_comment"
"534","2016","6/2/2016","E18","8",0,"-3.567","Bone","4","yes","fragment","articulated","1",NA,"1","femur",NA,"distal",NA,NA,NA,NA,"femur dex, distal frag.","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"articulated femur, equus"
"535","2016","6/2/2016","E17","5",0,"-3.654","Bone","4","yes","complete","isolated","1",NA,"1","carapace",NA,NA,NA,NA,NA,NA,"shell","Reptilia","Chelonii",NA,NA,NA,"Chelonii","stratified",NA,NA,NA,NA,NA,"turtle carapace"
"536","2016","6/2/2016","E19","36",0,"-3.632","Bone/Tooth","4","yes","fragment","articulated","1","2","3","mandible","cranial","fragment","II/III","BM4",NA,NA,"mandible frag.","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"mandible, equus"
"537","2016","6/2/2016","E18","7",0,"-3.505","Bone","4","yes","fragment","isolated","1",NA,"1","metapode","appendicular","proximal",NA,NA,NA,NA,"metatarsal, proximal frag.","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"metatarsal frag"
"538","2016","6/2/2016","C17","53",0,"-4.244","Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II","BM4",NA,NA,"metacarpal","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"metapodial, equus"
"539","2016","6/2/2016","C17","52",1,"-4.237","Bone","4","yes","complete","articulated","2",NA,"2","tarsal","appendicular",NA,NA,NA,NA,NA,"cuboscaphoid and tarsal sin","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"articulated tarsal, artiodactile"
"540","2016","6/2/2016","C17","52",0,"-4.266","Bone","4","yes","fragment","articulated","1",NA,"1","metapode",NA,"proximal",NA,NA,NA,NA,"metatarsal sin, proximal frag.","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"articulated metapodial, artiodactile"
"541","2016","6/2/2016","E19","34",0,"-3.691","Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"m1 sin","Mammalia","Carnivora","Ursidae","Ursus","etruscus","Ursus etruscus","stratified",NA,NA,NA,NA,NA,"isolated tooth"
"542","2016","6/2/2016","C16","24",0,"-4.261","Bone","4","yes","complete","isolated","1",NA,"1","carpal/tarsal","appendicular",NA,"I/II",NA,NA,NA,"carpal/tarsal","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"carpal/tarsal"
"543","2016","6/2/2016","C17","50",0,"-4.275","Bone","4","yes","complete","isolated","1",NA,"1","sesamoid","appendicular",NA,"I/II","BM4",NA,NA,"sesamoid","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"sesamoid?"
"544","2016","6/2/2016","C17","48",0,"-4.28","Bone","4","yes","fragment","isolated","1",NA,"1","?metapode",NA,"fragment",NA,NA,NA,NA,"?lateral metapode","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"long bone fragment, hyppo"
"545","2016","6/1/2016","C17","47",0,"-4.313","Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II",NA,NA,NA,"first phalanx","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"first phalanx, artio"
"546","2016","6/1/2016","C17","46",0,"-4.293","Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II",NA,NA,NA,"metapode","Mammalia","Carnivora",NA,NA,NA,"Carnivora","stratified",NA,NA,NA,NA,NA,"metapodial, carnivore"
"547","2016","6/1/2016","C17","45",0,"-4.223","Bone","4","yes","fragment","isolated","1",NA,"1","tibia","appendicular","distal",NA,NA,NA,NA,"tibia, distal frag.","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"distal tibia, artiodactile"
"548","2016","6/1/2016","C17","44",0,"-4.227","Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II",NA,NA,NA,"first phalanx","Mammalia","Carnivora",NA,NA,NA,"Carnivora","stratified",NA,NA,NA,NA,NA,"first phalanx, carivore"
"549","2016","6/1/2016","E13","5",0,"-3.741","Bone/Tooth","4","yes","fragment","articulated","1","4","5","mandible","cranial","fragment","II/III","BM3",NA,NA,"mandible frag. with p3-m2 dex","Mammalia","Artiodactyla","Cervidae","indet. (medium-sized)",NA,"Cervidae indet. (medium-sized)","stratified",NA,NA,NA,NA,NA,"manfible frag, cervid"
"550","2016","6/1/2016","E19","31",0,"-3.552","Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II","BM4",NA,NA,"metapode","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"metapodial"
"551","2016","6/1/2016","C17","43",0,"-4.577","Bone/Tooth","4","yes","fragment","articulated","1","4","5","mandible","cranial","fragment","II/III","BM4",NA,NA,"mandible frag. dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"mandible, equus"
"552","2016","6/1/2016","E15","1",0,"-3.753","Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"canine","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"canine, equus"
"553","2016","6/1/2016","E21","25",0,"-3.708","Bone","4","yes","fragment","isolated","1",NA,"1","cranium","cranial","fragment",NA,NA,NA,NA,"cranium frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"skull frag"
"554","2016","6/1/2016","E16","3",0,"-3.775","Bone","4","yes","fragment","isolated","1",NA,"1","radius","appendicular","distal",NA,NA,NA,NA,"radius sin, distal frag.","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"distal radius, equus"
"555","2016","6/1/2016","C16","23",0,"-3.804","Bone/Tooth","4","yes","fragment","articulated","1","3","4","mandible","cranial","fragment","II/III","BM4",NA,NA,"mandible frag. dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"mandible, equus"
"556","2016","6/1/2016","C16","22",0,"-3.786","Bone","4","yes","complete","isolated","1",NA,"1","tibia","appendicular",NA,"II","BM4",NA,NA,"tibia dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"tibia, equus"
"557","2016","6/1/2016","D15","22",0,"-3.761","Bone","4","yes","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag. (?trampled)","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"trampled bone frag?"
"558","2016","6/1/2016","E19","29",0,"-3.562","Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"premolar","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"isolated tooth, equus"
"559","2016","6/1/2016","E19","28",0,"-3.511","Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"isolated tooth, equus"
"560","2016","5/31/2016","C16","21",0,"-3.89","Bone","4","yes","complete","isolated","1",NA,"1","tarsal","appendicular",NA,"I/II",NA,NA,NA,"calcaneus sin","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"calcaneus artiodactile"
"561","2016","5/31/2016","C15","11",0,"-3.726","Bone","4","yes","fragment","articulated","3",NA,"3","vertebra","axial",NA,NA,NA,NA,NA,"a. atlas, b. axis, c. third cervical vertebra","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"atlas"
"562","2016","5/31/2016","E19","27",0,"-3.578","Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"m3","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"isolated tooth"
"563","2016","5/31/2016","E19","26",0,"-3.56","Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"lower molar","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"isolated tooth, equus"
"564","2016","5/31/2016","E19","25",0,"-3.559","Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"isolated tooth, equus"
"565","2016","5/31/2016","E19","24",0,"-3.567","Bone","4","yes","complete","isolated","1",NA,"1","carpal","appendicular",NA,"I/II",NA,NA,NA,"carpal","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"carpal"
"566","2016","5/31/2016","D16","42",0,"-3.728","Bone","4","yes","complete","articulated","7",NA,"7","vertebra","axial",NA,NA,NA,NA,NA,"vertebras","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"back column"
"567","2016","5/31/2016","D16","41",2,"-3.778","Bone","4","yes","complete","articulated","1",NA,"1","metapode",NA,NA,NA,NA,NA,NA,"metatarsal sin","Mammalia","Perissodactyla","Equidae","Equus","sp. (large-sized)","Equus sp. (large-sized)","stratified",NA,NA,NA,NA,NA,"articulated metatarsal"
"568","2016","5/31/2016","D16","41",1,"-3.785","Bone","4","yes","complete","articulated","5",NA,"5","tarsal",NA,NA,NA,NA,NA,NA,"calcaneus, astragalus and tarsals sin","Mammalia","Perissodactyla","Equidae","Equus","sp. (large-sized)","Equus sp. (large-sized)","stratified",NA,NA,NA,NA,NA,"articulated tibia"
"569","2016","5/31/2016","D16","41",0,"-3.791","Bone","4","yes","fragment","articulated","1",NA,"1","tibia","appendicular","distal",NA,NA,NA,NA,"tibia sin, distal frag.","Mammalia","Perissodactyla","Equidae","Equus","sp. (large-sized)","Equus sp. (large-sized)","stratified",NA,NA,NA,NA,NA,"... + tibia + metatarsal"
"570","2016","5/31/2016","C18","14",2,"-4.067","Bone","4","yes","complete","articulated","1",NA,"1","tarsal","appendicular",NA,NA,NA,NA,NA,"calcaneus dex, articulates with TSR-179","Mammalia","Perissodactyla","Equidae","Equus","sp. (large-sized)","Equus sp. (large-sized)","stratified",NA,NA,NA,NA,NA,NA
"571","2016","5/31/2016","C18","14",1,"-4.055","Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"astragalus dex, articulates with TSR-179","Mammalia","Perissodactyla","Equidae","Equus","sp. (large-sized)","Equus sp. (large-sized)","stratified",NA,NA,NA,NA,NA,NA
"572","2016","5/31/2016","C18","14",0,"-4.044","Bone","4","yes","fragment","articulated","1",NA,"1","tibia",NA,"distal",NA,NA,NA,NA,"tibia dex, distal frag., articulates with TSR-179","Mammalia","Perissodactyla","Equidae","Equus","sp. (large-sized)","Equus sp. (large-sized)","stratified",NA,"yes",NA,NA,NA,NA
"573","2016","5/31/2016","C18","10",0,"-4.049","Bone","4","yes","complete","articulated","7",NA,"7","metapode, phalanx","appendicular",NA,NA,NA,NA,NA,"metatarsal, 1st, 2nd and 3rd phalanges (x2) dex (articulates with C18-13)","Mammalia","Artiodactyla","Cervidae","indet. (medium-sized)",NA,"Cervidae indet. (medium-sized)","stratified",NA,NA,NA,NA,NA,"metapodal + phalangs artio"
"574","2016","5/31/2016","C18","13",1,"-4.047","Bone","4","yes","fragment","articulated","1",NA,"1","tibia",NA,"distal",NA,NA,NA,NA,"tibia dex, distal frag. (articulates with C18-10)","Mammalia","Artiodactyla","Cervidae","indet. (medium-sized)",NA,"Cervidae indet. (medium-sized)","stratified",NA,NA,NA,NA,NA,"astragalus artio +"
"575","2016","5/31/2016","C18","13",0,"-4.047","Bone","4","yes","complete","articulated","7",NA,"7","tarsal, sesamoid",NA,NA,NA,NA,NA,NA,"cuboscaphoid, astragalus, tarsals and sesamoids dex (articulates with C18-10)","Mammalia","Artiodactyla","Cervidae","indet. (medium-sized)",NA,"Cervidae indet. (medium-sized)","stratified",NA,NA,NA,NA,NA,"astragalus artio +"
"576","2016","5/31/2016","C18","12",0,"-4.049","Bone","4","yes","complete","isolated","1",NA,"1","humerus","appendicular",NA,"II","BM4",NA,NA,"humerus sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"humerus"
"577","2016","5/31/2016","C18","11",4,NA,"Bone","4","yes","complete","articulated","6",NA,"6","tarsal, sesamoid","appendicular",NA,NA,NA,NA,NA,"tarsals and sesamoids dex","Mammalia","Perissodactyla","Equidae","Equus",NA,"Equus","stratified",NA,NA,NA,"added","?",NA
"578","2016","5/31/2016","C18","11",3,"-4.064","Bone","4","yes","complete","articulated","3",NA,"3","metapode",NA,NA,NA,NA,NA,NA,"metatarsal and lateral metatarsals dex","Mammalia","Perissodactyla","Equidae","Equus",NA,"Equus","stratified",NA,NA,NA,NA,NA,"articulated ?"
"579","2016","5/31/2016","C18","11",2,"-4.087","Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"calcaneus dex","Mammalia","Perissodactyla","Equidae","Equus",NA,"Equus","stratified",NA,NA,NA,NA,NA,"articulated ?"
"580","2016","5/31/2016","C18","11",1,"-4.068","Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"astragalus dex","Mammalia","Perissodactyla","Equidae","Equus",NA,"Equus","stratified",NA,NA,NA,NA,NA,"articulated ?"
"581","2016","5/31/2016","C18","11",0,"-4.079","Bone","4","yes","fragment","articulated","1",NA,"1","tibia",NA,"distal",NA,NA,NA,NA,"tibia dex, distal frag.","Mammalia","Perissodactyla","Equidae","Equus",NA,"Equus","stratified",NA,NA,NA,NA,NA,"tibia"
"582","2016","6/26/2015","D18","121",3,"-4.12","Bone","4","yes","fragment","articulated","1",NA,"1","humerus","appendicular",NA,NA,NA,NA,NA,"humerus sin","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"humerus, equus, articulated with ID: 86 and bone in plaster jacket"
"583","2016","5/31/2016","D18","121",2,NA,"Bone","4","yes","fragment","articulated","1",NA,"1","metapode",NA,"proximal",NA,NA,NA,NA,"metacarpal sin, proximal frag.","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"ulna + articulated ?"
"584","2016","5/31/2016","D18","121",1,"-4.08","Bone","4","yes","complete","articulated","7",NA,"7","carpal",NA,NA,NA,NA,NA,NA,"carpals sin","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"ulna + articulated ?"
"585","2016","5/31/2016","D18","121",0,"-4.111","Bone","4","yes","complete","articulated","1",NA,"1","radiua, ulna",NA,NA,NA,NA,NA,NA,"radius and ulna sin","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"ulna + articulated"
"586","2016","5/31/2016","C18","9",0,"-4.105","Bone","4","yes","complete","articulated","3",NA,"3","tarsal, metapode","appendicular",NA,NA,NA,NA,NA,"a. metatarsal, b. cuboscaphoid, c. tarsal dex","Mammalia","Artiodactyla","Cervidae","indet. (medium-sized)",NA,"Cervidae indet. (medium-sized)","stratified",NA,NA,NA,NA,NA,"in the plaster"
"587","2016","5/31/2016","E19","23",0,"-3.569","Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"lower tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"isolated equues tooth"
"588","2016","5/31/2016","C18","8",0,"-4.034","Bone","4","yes","complete","isolated","1",NA,"1","scapula","appendicular",NA,"I/II",NA,NA,NA,"scapula","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"scapula #3"
"589","2016","5/31/2016","C18","7",0,"-4.054","Bone","4","yes","complete","isolated","1",NA,"1","scapula","appendicular",NA,"I/II",NA,NA,NA,"scapula","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"scapula #2"
"590","2016","5/31/2016","C18","6",0,"-3.985","Bone","4","yes","complete","isolated","1",NA,"1","scapula","appendicular",NA,"I/II",NA,NA,NA,"scapula","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"scapula #1"
"591","2016","5/31/2016","D16","40",0,"-3.828","Tooth","4","yes","fragment","isolated",NA,"2","2","tooth","cranial","fragment",NA,NA,NA,NA,"incisors","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"2 isolated incisors, equus"
"592","2016","5/31/2016","E19","22",0,"-3.56","Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"equus"
"593","2016","5/31/2016","D16","39",0,"-3.759","Bone","4","yes","fragment","isolated","1",NA,"1","?rib",NA,"fragment",NA,NA,NA,NA,"?rib frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"tarsal"
"594","2016","5/31/2016","D16","38",0,"-3.687","Bone","4","yes","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frags.",NA,NA,NA,NA,NA,NA,"stratified",NA,NA,NA,NA,NA,"?"
"595","2016","5/31/2016","D18","120",0,"-4.089","Bone","4","yes","fragment","isolated","1",NA,"1","?cranium",NA,"fragment",NA,NA,NA,NA,"?cranium frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"vertebra"
"596","2016","5/31/2016","D18","119",0,"-4.118","Bone","4","yes","fragment","isolated","1",NA,"1","pelvis","axial","fragment",NA,NA,NA,NA,"pelvis frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"pelvis frag"
"597","2016","5/31/2016","D16","37",0,"-3.626","Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II","BM4",NA,NA,"metacarpal","Mammalia","Perissodactyla","Equidae","Equus",NA,"Equus","stratified",NA,NA,NA,NA,NA,"?"
"598","2016","5/31/2016","C16","16",0,"-3.835","Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II",NA,NA,NA,"metatarsal","Mammalia","Artiodactyla","Bovidae",NA,"?ambiguus","Bovidae ?ambiguus","stratified",NA,NA,NA,NA,NA,"metatarsal bovidae"
"599","2016","5/31/2016","C16","15",0,"-3.82","Bone","4","yes","complete","isolated","1",NA,"1","ulna",NA,NA,NA,NA,NA,NA,"ulna","Aves",NA,NA,NA,NA,"Aves","stratified",NA,NA,NA,NA,NA,"bird bone"
"600","2016","5/31/2016","C18","5",0,"-4.085","Bone","4","yes","complete","isolated","1",NA,"1","rotule","appendicular",NA,"I/II",NA,NA,NA,"rotule","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"carpal"
"601","2016","5/31/2016","C17","41",0,"-3.823","Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II",NA,NA,NA,"third phalanx","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"third phalanx, bovidae"
"602","2016","5/31/2016","C16","14",0,"-3.869","Bone","4","yes","complete","isolated","1",NA,"1","carpal","appendicular",NA,"I/II","BM4",NA,NA,"carpal","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"carpal"
"603","2016","5/31/2016","C16","13",0,"-3.85","Bone","4","yes","fragment","isolated","1",NA,"1","phalanx","appendicular","fragment",NA,NA,NA,NA,"third phalanx","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"third phalang"
"604","2016","5/30/2016","C17","40",0,"-3.877","Bone","4","yes","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,"Aves",NA,NA,NA,NA,"Aves","stratified",NA,NA,NA,NA,NA,"bird bone"
"605","2016","5/30/2016","C17","39",0,"-3.886","Bone","4","yes","complete","?associated","2",NA,"2","tarsal, phalanx",NA,NA,NA,NA,NA,NA,"a. cuboscaphoid, b. first phalanx","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"first phalang bovidae"
"606","2016","5/30/2016","C17","38",0,"-3.872","Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,NA,NA,NA,NA,"second phalanx (juvenile)","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"second phalng bovidae"
"607","2016","5/30/2016","C16","12",0,"-3.855","Bone","4","yes","complete","isolated","2",NA,"2","phalanx","appendicular",NA,"I/II",NA,NA,NA,"third phalanx","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"third phalang bovidae"
"608","2016","5/30/2016","C17","37",0,"-4.215","Bone","4","yes","complete","isolated","1",NA,"1","carpal","appendicular",NA,"I/II","BM4",NA,NA,"carpal","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"carpal bone"
"609","2016","5/30/2016","C16","11",0,"-3.784","Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II",NA,NA,NA,"first phalanx","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"first phalang bovidae"
"610","2016","5/30/2016","C16","10",0,"-3.865","Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II","BM4",NA,NA,"lateral Mp","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"?"
"611","2016","5/30/2016","C16","9",0,"-3.764","Bone","4","yes","fragment","isolated","1",NA,"1","tarsal","appendicular","fragment",NA,NA,NA,NA,"calcaneus dex frag.","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"calcaneus equuus"
"612","2016","5/30/2016","C18","4",0,"-4.221","Bone","4","yes","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,"Aves",NA,NA,NA,NA,"Aves","stratified",NA,NA,NA,NA,NA,"bird bone"
"613","2016","5/30/2016","D17","42",0,"-4.182","Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"canine","Mammalia","Carnivora",NA,NA,NA,"Carnivora","stratified",NA,NA,NA,NA,NA,"incisor carnivore"
"614","2016","5/30/2016","D13","22",0,"-3.726","Bone","4","yes","fragment","isolated","1",NA,"1","humerus","appendicular","distal",NA,NA,NA,NA,"humerus, distal frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"distal femour"
"615","2016","5/30/2016","E13","4",0,"-3.864","Bone","4","yes","fragment","isolated","1",NA,"1","tibia","appendicular","distal",NA,NA,NA,NA,"tibia, distal frag.","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"distal tibia"
"616","2016","5/30/2016","D17","41",0,"-4.147","Bone","4","yes","fragment","isolated","1",NA,"1","antler","cranial","tine",NA,NA,NA,NA,"tine from antler","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"antler frag"
"617","2016","5/30/2016","D17","40",0,"-4.154","Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II",NA,NA,NA,"first phalanx","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"second phalang artio"
"618","2016","5/30/2016","E22","2",0,"-3.534","Bone","3","yes","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"?"
"619","2016","5/30/2016","E17","4",0,"-3.687","Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"equus isolated tooth"
"620","2016","5/30/2016","C17","36",0,"-4.161","Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II","BM4",NA,NA,"third phalanx","Mammalia","Perissodactyla","Equidae","Equus",NA,"Equus","stratified",NA,NA,NA,NA,NA,"third falang equus"
"621","2016","5/30/2016","C17","35",0,"-4.102","Bone","4","yes","fragment","isolated","1",NA,"1","metapode","appendicular","distal",NA,NA,NA,NA,"metopode, distal frag. (juvenile)","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"distal metapodial frag"
"622","2016","5/30/2016","C17","34",0,"-4.142","Bone","4","yes","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,"Aves",NA,NA,NA,NA,"Aves","stratified",NA,NA,NA,NA,NA,"bird bone"
"623","2016","5/30/2016","D17","39",0,"-3.687","Bone/Tooth","4","yes","fragment","articulated","1","5","6","mandible","cranial","fragment","II/III","BM4",NA,NA,"mandible frag. dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"equus mandible frag, with teeth"
"624","2016","5/30/2016","D14","11",0,"-3.681","Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"tooth frag"
"625","2016","5/30/2016","E17","2",0,"-3.617","Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"equus tooth"
"626","2016","5/30/2016","C17","33",0,"-4.172","Bone","4","yes","complete","isolated","1",NA,"1","sesamoid","appendicular",NA,"I/II",NA,NA,NA,"sesamoid","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"ankle equus"
"627","2016","5/31/2016","C18","15",0,"-4","Bone","4","yes","complete","isolated","1",NA,"1","femur",NA,NA,NA,NA,NA,NA,"femur","Aves",NA,NA,NA,NA,"Aves","stratified",NA,NA,NA,"found in plaster-jacket","C18-6, 7, 8 (plaster-jacket with scapulas)",NA
