"","unit","id","suffix","prism","x","y","z","type","geo","spit","exc","plunge","bearing","length","max_width","thickness","collected","comment","date","time"
"817","E21",55,0,0.5,4.926,21.502,-4.177,"Bone","4","NA","Prof.GK","22 SE","140","120","NA","NA","no","not collected, long bone frag","6/10/2016","9:50:13 AM"
"818","E21",54,0,0.5,4.948,21.603,-4.113,"Bone","4","NA","Prof.GK",NA,"NA","NA","NA","NA","yes","third phalnx, equus","6/10/2016","9:48:33 AM"
"819","E21",53,0,0.5,4.945,21.62,-4.12,"Bone","4","NA","Prof.GK",NA,"NA","NA","NA","NA","yes","seconf falang, equus","6/10/2016","9:47:01 AM"
"820","E19",56,0,0,4.703,19.028,-3.929,"Bone","4","NA","KH","0","122","50","NA","NA","no","not collected, frag","6/9/2016","3:11:00 PM"
"821","E22",6,0,0,4.717,22.029,-4.151,"Tooth","4","NA","Prof.GK",NA,"NA","NA","NA","NA","yes","incisor, carnivore","6/9/2016","2:58:18 PM"
"822","F17",9,5,0.05,4.805,17.316,-3.855,"Bone","4","NA","DG",NA,"NA","NA","NA","NA","yes","articulated III phalanx","6/9/2016","2:54:13 PM"
"823","F17",9,4,0.25,4.83,17.303,-3.985,"Bone","4","NA","DG",NA,"NA","NA","NA","NA","yes","articulated II phalanx","6/9/2016","2:53:55 PM"
"824","F17",9,3,0.25,4.869,17.277,-3.83,"Bone","4","NA","DG",NA,"NA","NA","NA","NA","yes","articulated I phalanx","6/9/2016","2:53:27 PM"
"825","F17",9,2,0.5,5.021,17.281,-3.876,"Bone","4","NA","DG",NA,"NA","NA","NA","NA","yes","articulated metatarsal,","6/9/2016","2:53:11 PM"
"826","F17",9,1,0.5,5.117,17.311,-3.901,"Bone","4","NA","DG","14 N","356","NA","NA","NA","yes","articulated tarsals,","6/9/2016","2:52:51 PM"
"827","F17",9,0,0.5,5.147,17.198,-3.885,"Bone","4","NA","DG",NA,"NA","NA","NA","NA","yes","articulated tibia,","6/9/2016","2:51:01 PM"
"828","E19",55,0,0.02,4.504,19.102,-3.946,"Bone","4","NA","KH",NA,"NA","110","60","NA","no","not collected,","6/9/2016","2:44:28 PM"
"829","E19",54,0,0,4.514,19.422,-3.91,"Bone","4","NA","KH","18 W","260","230","80","NA","yes","scapula frag","6/9/2016","2:42:30 PM"
"830","E16",29,0,0.15,4.778,16.706,-3.717,"Bone","4","NA","GK","6 NE","70","220","30","NA","no","not collected, rib frag","6/9/2016","2:12:07 PM"
"831","E21",52,0,0.25,4.884,21.695,-4.15,"Bone","4","NA","Prof.GK",NA,"NA","110","70","NA","yes","articulated 2 vertebra,","6/9/2016","2:07:48 PM"
"832","F17",8,0,0.4,5.169,17.506,-3.761,"Tooth","4","NA","DG",NA,"NA","NA","NA","NA","yes","isolated tooth, equus","6/9/2016","1:58:25 PM"
"833","E16",27,0,0.1000000015,4.947,16.137,-3.569,"Bone","4","NA","GK","8 S","170","250","60","NA","no","not collected, radius frag","6/9/2016","1:57:11 PM"
"834","E16",26,0,0.1,4.677,16.711,-3.706,"Bone","4","NA","GK","16 SE","114","160","55","NA","no","not collected, humerous diafisis","6/9/2016","1:56:03 PM"
"835","F17",7,0,0.4,5.147,17.399,-3.76,"Bone","4","NA","Prof.GK","8 W","256","90","30","NA","no","not collected, bone frag","6/9/2016","1:42:34 PM"
"836","F17",6,0,0.349999994,5.253,17.182,-3.726,"Tooth","4","NA","Prof.GK",NA,"NA","NA","NA","NA","yes","isolated tooth, equus","6/9/2016","1:41:15 PM"
"837","F17",5,0,0.35,5.201,17.238,-3.729,"Tooth","4","NA","DG",NA,"NA","NA","NA","NA","yes","isolated tooth, equus","6/9/2016","1:38:46 PM"
"838","E21",51,0,0.1,4.498,21.634,-4.17,"Bone","4","NA","Prof.GK","12 SE","152","NA","NA","NA","yes","tibia, juvenile","6/9/2016","1:25:36 PM"
"839","E19",53,0,0,4.594,19.457,-3.853,"Bone","4","NA","KH","14 E","106","280","100","NA","yes",NA,"6/9/2016","1:22:48 PM"
"840","E20",27,0,0,4.531,20.173,-3.863,"Bone","4","NA","MI","14 E","104","150","30","NA","no","not collected, long bone frag","6/9/2016","1:17:28 PM"
"841","E19",52,0,0,4.368,19.17,-3.834,"Bone","4","NA","KH","60 N","94","160","90","NA","yes","flat bone frag","6/9/2016","12:42:25 PM"
"842","E16",15,4,0.5,4.887,16.305,-3.77,"Bone","4","NA","GK",NA,"NA","NA","NA","NA","yes","articulated humerous","6/9/2016","12:21:11 PM"
"843","E20",26,0,0,4.561,20.828,-3.879,"Bone","4","NA","NT","20 W","294","140","35","NA","no","not collected, long bone frag","6/9/2016","12:04:23 PM"
"844","E21",50,0,0,4.647,21.62,-4.112,"Bone/Tooth","4","NA","Prof.GK","30 NE","58","300","160","NA","yes","bear skull","6/9/2016","12:01:16 PM"
"845","E19",51,0,0,4.64,19.45,-3.792,"Bone","4","NA","KH",NA,"62","200","NA","NA","no","not collected, long bone frag","6/9/2016","11:18:43 AM"
"846","E20",25,0,0,4.606,20.671,-3.765,"Bone","4","NA","MI",NA,"NA","NA","NA","NA","no","not collected, vertebra frag","6/9/2016","11:14:30 AM"
"847","E16",25,0,0.5,4.927,16.455,-3.788,"Bone","4","NA","DG",NA,"NA","NA","NA","NA","yes","bird bone","6/9/2016","11:13:08 AM"
"848","F17",4,0,0.25,5.121,17.202,-3.647,"Tooth","4","NA","DG",NA,"NA","NA","NA","NA","yes","isolated tooth, equus","6/9/2016","10:48:18 AM"
"849","E21",49,0,0.02,4.713,21.726,-4.143,"Bone","4","NA","Prof.GK","0","150","120","20","NA","no","not collected, frag","6/9/2016","10:46:54 AM"
"850","E21",48,0,0.15,4.879,21.695,-4.108,"Tooth","4","NA","Prof.GK",NA,"NA","NA","NA","NA","yes","isolated incisor, carivore","6/9/2016","10:35:38 AM"
"851","E21",47,0,0.05,4.784,21.635,-4.118,"Bone","4","NA","Prof.GK","0","54","80","NA","NA","yes","mandibula frag, artio","6/9/2016","10:23:15 AM"
"852","E16",24,0,0.25,4.995,16.268,-3.523,"Bone","4","NA","GK",NA,"NA","120","50","NA","no","not collected, frag","6/9/2016","10:21:42 AM"
"853","E16",23,0,0.4,4.662,16.413,-3.723,"Bone","4","NA","GK",NA,"NA","90","25","NA","no","not collected, rib frag","6/9/2016","10:06:11 AM"
"854","E20",24,0,0,4.311,20.595,-3.817,"Bone","4","NA","MI",NA,"NA","110","90","NA","yes","vertebra,","6/9/2016","10:01:53 AM"
"855","E16",22,0,0.35,4.601,16.643,-3.708,"Bone","4","NA","GK",NA,"NA","60","50","NA","yes","astragalus, equus","6/9/2016","10:00:36 AM"
"856","F17",3,0,0.3,5.034,17.195,-3.637,"Bone","4","NA","DG","20 W","282","100","50","NA","no","not collected, frag","6/9/2016","9:43:24 AM"
"857","F17",2,0,0.4,5.041,17.43,-3.655,"Bone","4","NA","DG","4 E","82","180","40","NA","no","not collected, frag","6/9/2016","9:42:24 AM"
"858","E17",15,0,0.2,4.98,17.376,-3.626,"Bone","4","NA","DG","0","118","220","100","NA","no","not collected, long bone frag","6/9/2016","9:35:11 AM"
"859","E16",21,0,0.4,4.642,16.481,-3.718,"Bone","4","NA","GK",NA,"NA","NA","NA","NA","yes","bone frag, possible tooth marks","6/9/2016","9:26:44 AM"
"860","E16",20,0,0.25,4.559,16.613,-3.708,"Bone","4","NA","GK","4 E","84","230","60","NA","yes","metapodial,","6/9/2016","9:25:17 AM"
"861","E16",19,0,0.5,4.81,16.28,-3.762,"Bone","4","NA","GK",NA,"NA","NA","NA","NA","yes","ursus cranium frag","6/8/2016","4:27:31 PM"
"862","E20",23,0,0,4.534,20.961,-3.953,"Tooth","4","NA","NT",NA,"NA","NA","NA","NA","yes","isolated tooth, equus","6/8/2016","4:13:35 PM"
"863","E17",14,0,0.2,4.952,17.457,-3.66,"Bone","4","NA","DG",NA,"NA","90","65","NA","no","not collected, frag","6/8/2016","4:12:34 PM"
"864","E17",13,0,0.25,4.951,17.525,-3.65,"Bone","4","NA","DG","20 SW","220","100","35","NA","no","not collected, frag","6/8/2016","4:11:20 PM"
"865","E16",18,0,0.3,4.561,16.156,-3.727,"Bone/Tooth","4","NA","GK",NA,"NA","120","80","NA","yes","maxilla, ursus","6/8/2016","3:56:54 PM"
"866","E16",17,0,0.25,4.537,16.007,-3.715,"Bone","4","NA","GK","0","150","340","NA","NA","no","not collected, rib frag","6/8/2016","3:54:57 PM"
"867","E19",50,0,0.15,4.472,19.193,-3.797,"Tooth","4","NA","KH",NA,"NA","NA","NA","NA","yes","isolated tooth, artio","6/8/2016","3:53:27 PM"
"868","E19",49,0,0.1,4.508,19.063,-3.878,"Bone","4","NA","KH",NA,"NA","70","NA","NA","no","not collected, frag","6/8/2016","3:27:45 PM"
"869","E21",46,0,0,4.425,21.085,-4.007,"Tooth","4","NA","NT",NA,"NA","NA","NA","NA","yes","isolated tooth, equus","6/8/2016","3:14:16 PM"
"870","E19",48,0,0.0500000007,4.636,19.093,-3.841,"Bone","4","NA","KH",NA,"NA","70","NA","NA","no","frag, probably refit with humeorus id:44","6/8/2016","2:25:11 PM"
"871","E19",47,0,0.05,4.583,19.18,-3.801,"Bone","4","NA","KH",NA,"NA","NA","NA","NA","no","not collected, vertebra frag","6/8/2016","2:07:28 PM"
"872","E19",46,0,0,4.675,19.276,-3.754,"Bone/Tooth","4","NA","KH",NA,"NA","NA","NA","NA","yes","mandible","6/8/2016","2:06:35 PM"
"873","E19",45,0,0,4.542,19.386,-3.753,"Bone","4","NA","KH","0","304","150","NA","NA","no","long bone","6/8/2016","2:04:23 PM"
"874","E19",44,0,0,4.552,19.337,-3.713,"Bone","4","NA","KH","8 SE","148","300","NA","NA","no","humerus,","6/8/2016","2:02:01 PM"
"875","E15",3,0,0,4.338,15.904,-3.702,"Bone","4","NA","GK","4 N","40","150","4","NA","no","not collected, long bone frag","6/8/2016","1:58:08 PM"
"876","E16",16,0,0,4.133,16.521,-3.749,"Bone","4","NA","GK",NA,"NA","190","120","NA","yes","vertebra frag,","6/8/2016","1:44:58 PM"
"877","E16",15,3,0.4,4.701,16.305,-3.742,"Bone","4","NA","GK",NA,"NA","NA","NA","NA","yes","articulated humerous","6/8/2016","12:59:52 PM"
"878","E16",15,2,0.3000000119,4.521,16.313,-3.713,"Bone","4","NA","GK","0","30","NA","NA","NA","yes","articulated humerous","6/8/2016","12:59:34 PM"
"879","E16",15,1,0.3000000119,4.509,16.192,-3.719,"Bone","4","NA","GK",NA,"NA","NA","NA","NA","yes","articulated humerous","6/8/2016","12:59:12 PM"
"880","E16",15,0,0.3,4.515,16.043,-3.725,"Bone","4","NA","GK",NA,"NA","NA","NA","NA","yes","articulated humerous","6/8/2016","12:57:10 PM"
"881","E17",12,0,0,4.773,17.3,-3.815,"Tooth","4","NA","DG",NA,"NA","NA","NA","NA","yes","isolated tooth frag","6/8/2016","12:55:21 PM"
"882","E21",45,0,0,4.813,21.362,-3.839,"Tooth","4","NA","NT","0","27","NA","NA","NA","yes","mandible (3 teeth), bovid","6/8/2016","12:26:05 PM"
"883","E21",44,0,0,4.598,21.337,-3.964,"Bone","4","NA","NT","12 S","183","180","25","NA","no","not collected, long bone frag","6/8/2016","12:22:51 PM"
"884","E16",14,0,0.3,4.828,16.293,-3.61,"Bone","4","NA","GK","10 SW","230","250","25","NA","no","not collected, rib frag","6/8/2016","11:11:39 AM"
"885","E21",43,0,0,4.853,21.371,-3.839,"DELETED Lithic","4","NA","NT",NA,"NA","NA","NA","NA",NA,"chip?, quartz","6/8/2016","10:51:08 AM"
"886","E16",13,0,0.4,4.626,16.201,-3.738,"Bone","4","NA","GK","12 SW","214","60","30","NA","yes","calcaneus","6/8/2016","10:42:28 AM"
"887","E17",11,0,0,4.238,17.813,-3.921,"Bone","4","NA","DG","22 S","196","160","70","NA","no","long bone frag","6/8/2016","10:27:16 AM"
"888","E16",12,0,0.25,4.595,16.292,-3.645,"Bone","4","NA","GK",NA,"NA","70","55","NA","yes","vertebra","6/8/2016","10:16:57 AM"
"889","E16",11,0,0.3,4.542,16.428,-3.654,"Bone","4","NA","GK",NA,"NA","40","40","NA","no","not collected, vertebra frag","6/8/2016","10:15:53 AM"
"890","E20",22,0,0,4.459,20.967,-3.952,"Tooth","4","NA","NT",NA,"NA","NA","NA","NA","yes","isolated tooth, equus","6/6/2016","3:32:45 PM"
"891","E21",42,0,0,4.485,21.127,-3.982,"Tooth","4","NA","NT",NA,"NA","NA","NA","NA","yes","isolated tooth, equus","6/6/2016","3:32:08 PM"
"892","E21",41,0,0,4.411,21.013,-3.984,"Tooth","4","NA","NT",NA,"NA","NA","NA","NA","yes","isolated tooth, equus","6/6/2016","3:31:34 PM"
"893","E20",21,0,0,4.366,20.97,-3.983,"Tooth","4","NA","NT",NA,"NA","NA","NA","NA","yes","isolated tooth, equus","6/6/2016","3:30:57 PM"
"894","E21",40,0,0.01,4.351,21.019,-3.994,"Tooth","4","NA","NT",NA,"NA","NA","NA","NA","yes","isolated tooth, artio","6/6/2016","3:29:54 PM"
"895","E21",39,0,0,4.336,21.084,-4.006,"Tooth","4","NA","NT",NA,"NA","NA","NA","NA","yes","isolated 2 teeth, artio","6/6/2016","3:28:21 PM"
"896","E21",38,0,0,4.5,21.001,-3.949,"Tooth","4","NA","NT",NA,"NA","NA","NA","NA","no","not collected,","6/6/2016","3:22:52 PM"
"897","E17",10,0,0,4.383,17.705,-3.869,"Bone","4","NA","NT","2 SW","238","120","50","NA","yes","calcaneus,","6/6/2016","3:19:41 PM"
"898","E21",37,0,0,4.565,21.03,-3.917,"Bone","4","NA","NT","8 NW","333","240","50","NA","yes","metapodial, equus","6/6/2016","2:20:26 PM"
"899","E18",18,0,0,4.788,18.005,-3.468,"Bone","4","NA","GK","0","130","90","30","NA","no",NA,"6/6/2016","12:48:38 PM"
"900","E17",9,10,0,4.623,17.274,-3.387,"Surface","3/4","NA","GK",NA,"NA","NA","NA","NA",NA,"top surface","6/6/2016","12:36:33 PM"
"901","E17",9,9,0,4.693,17.604,-3.404,"Surface","3/4","NA","GK",NA,"NA","NA","NA","NA",NA,"top surface","6/6/2016","12:36:29 PM"
"902","E17",9,8,0,4.551,17.718,-3.406,"Surface","3/4","NA","GK",NA,"NA","NA","NA","NA",NA,"top surface","6/6/2016","12:36:25 PM"
"903","E17",9,7,0,4.622,17.918,-3.427,"Surface","3/4","NA","GK",NA,"NA","NA","NA","NA",NA,"top surface","6/6/2016","12:36:21 PM"
"904","E17",9,6,0,4.78,17.961,-3.422,"Surface","3/4","NA","GK",NA,"NA","NA","NA","NA",NA,"top surface","6/6/2016","12:36:18 PM"
"905","E17",9,5,0,4.931,17.834,-3.384,"Surface","3/4","NA","GK",NA,"NA","NA","NA","NA",NA,"top surface","6/6/2016","12:36:16 PM"
"906","E17",9,4,0,4.935,17.346,-3.396,"Surface","3/4","NA","GK",NA,"NA","NA","NA","NA",NA,"top surface","6/6/2016","12:36:13 PM"
"907","E17",9,3,0,4.745,17.411,-3.402,"Surface","3/4","NA","GK",NA,"NA","NA","NA","NA",NA,"top surface","6/6/2016","12:36:05 PM"
"908","E17",9,2,0,4.574,17.097,-3.373,"Surface","3/4","NA","GK",NA,"NA","NA","NA","NA",NA,"top surface","6/6/2016","12:36:01 PM"
"909","E17",9,1,0,4.908,17.116,-3.353,"Surface","3/4","NA","GK",NA,"NA","NA","NA","NA",NA,"top surface","6/6/2016","12:35:57 PM"
"910","E17",9,0,0,4.759,17.375,-3.404,"Surface","3/4","NA","GK",NA,"NA","NA","NA","NA",NA,"top surface","6/6/2016","12:35:26 PM"
"911","E16",10,0,0.3,4.517,16.704,-3.627,"Bone","4","NA","DK","10 N","10","100","NA","NA","no","not collected, frag","6/6/2016","12:03:13 PM"
"912","E21",36,0,0,4.484,21.203,-3.937,"Bone","4","NA","NT","14 S","170","160","50","NA","no","not collected, frag","6/6/2016","11:59:27 AM"
"913","E16",9,0,0.3,4.518,16.737,-3.623,"Bone","4","NA","DK","20 N","348","NA","NA","NA","yes","metapodial, carnivore","6/6/2016","11:56:57 AM"
"914","E21",35,0,0,4.338,21.14,-3.974,"Bone","4","NA","NT","0","40","60","40","NA","no","not collected, frag","6/6/2016","11:54:03 AM"
"915","E21",34,0,0,4.332,21.254,-3.974,"Bone","4","NA","NT","10 W","270","150","60","NA","no","not collected, long bone frag","6/6/2016","11:51:32 AM"
"916","E20",20,0,0.3000000119,4.51,20.596,-4.12,"Bone","4","NA","MI",NA,"NA","90","NA","NA","no","metapodial frag","6/6/2016","11:43:47 AM"
"917","E16",8,0,0.3,4.388,16.408,-3.732,"Tooth","4","NA","DK",NA,"NA","NA","NA","NA","yes","isolated incisor,","6/6/2016","11:41:47 AM"
"918","E20",19,0,0,4.346,20.925,-3.935,"Bone","4","NA","NT","20 W","270","320","55","NA","no","not collected, long bone frag","6/6/2016","11:39:40 AM"
"919","E21",33,0,0,4.352,21.053,-3.957,"Bone","4","NA","NT","30 W","300","75","30","NA","no","not collected, long bone frag","6/6/2016","11:37:47 AM"
"920","E18",17,0,0.3,4.538,18.401,-3.962,"Tooth","4","NA","GK",NA,"NA","NA","NA","NA","yes","isolated tooth,","6/6/2016","11:21:49 AM"
"921","E15",2,0,0.1,4.375,15.934,-3.59,"Bone","4","NA","DK","30 N","0","110","NA","NA","yes","distal metapodial, equus","6/6/2016","10:56:19 AM"
"922","E16",7,0,0.2,4.52,16.425,-3.556,"Bone","4","NA","DK",NA,"NA","90","40","NA","no","Not collected, frag","6/6/2016","10:40:26 AM"
"923","E18",16,0,0.02,4.594,18.55,-3.796,"ESR Sample","4","NA","GK",NA,"NA","NA","NA","NA","yes","ESR Sample #5: isolated tooth, rhino","6/6/2016","10:23:37 AM"
"924","E21",32,0,0,4.246,21.257,-3.934,"Bone","4","NA","NT",NA,"NA","70","50","NA","yes","cranium frag","6/6/2016","9:42:35 AM"
"925","C20",6,0,0,2.797,20.347,-4.124,"Bone","4","NA","NT",NA,"NA","80","40","NA","yes","calcaneus, artiodactile","6/6/2016","9:32:26 AM"
"926","E18",15,0,0,4.317,18.509,-3.733,"Bone","4","NA","GK",NA,"NA","90","80","NA","yes","vertebra","6/3/2016","2:22:23 PM"
"927","E19",43,0,0.02,4.463,19.918,-3.809,"Tooth","4","NA","AG",NA,"NA","NA","NA","NA","yes","isolated tooth","6/3/2016","2:11:35 PM"
"928","E20",18,0,0,4.608,20.691,-3.735,"Bone","4","NA","MI",NA,"NA","NA","NA","NA","no","not collected, vertebra","6/3/2016","1:51:04 PM"
"929","E18",14,0,0.02,4.333,18.091,-3.688,"Bone","4","NA","GK","24 E","114","150","30","NA","no","not collected, frag","6/3/2016","1:41:46 PM"
"930","E17",8,0,0.1,4.016,17.77,-3.924,"Bone","4","NA","Prof.GK",NA,"NA","70","NA","NA","yes","tarsal","6/3/2016","1:25:36 PM"
"931","E18",13,0,0.02,4.144,18.559,-3.834,"Tooth","4","NA","GK",NA,"NA","NA","NA","NA","yes","2 isolated bid teeth","6/3/2016","1:14:40 PM"
"932","E16",6,0,0.3,4.4,16.115,-3.635,"Bone","4","NA","DK",NA,"NA","110","30","NA","no","not collected, long bone frag","6/3/2016","12:04:20 PM"
"933","E19",42,0,0.06,4.354,19.167,-3.8,"Bone","4","NA","AG","16 NE","66","NA","NA","NA","no","not collected, rib frag","6/3/2016","12:03:25 PM"
"934","E17",7,4,0.3000000119,4.311,17.081,-3.831,"Bone","4","NA","Prof.GK",NA,"NA","NA","NA","NA","yes","articulated III phalanx, equus","6/3/2016","11:55:39 AM"
"935","E17",7,3,0.3000000119,4.285,17.104,-3.841,"Bone","4","NA","Prof.GK",NA,"NA","NA","NA","NA","yes","articulated II phalanx, equus","6/3/2016","11:55:30 AM"
"936","E17",7,2,0.3,4.274,17.179,-3.852,"Bone","4","NA","Prof.GK",NA,"NA","NA","NA","NA","yes","articulated I phalanx, equus","6/3/2016","11:55:00 AM"
"937","E17",7,1,0.150000006,4.213,17.349,-3.857,"Bone","4","NA","Prof.GK","0","150","NA","NA","NA","yes","articulated metapodial, equus","6/3/2016","11:53:39 AM"
"938","E17",7,0,0.15,4.21,17.54,-3.838,"Bone","4","NA","Prof.GK","4 W","250","200","40","NA","yes","articulated tibia, equus","6/3/2016","11:52:12 AM"
"939","E19",41,0,0,4.338,19.222,-3.744,"Bone","4","NA","AG","60 SW","230","190","40","NA","no","not collected, long bone frag","6/3/2016","11:43:14 AM"
"940","E18",12,0,0.01,4.303,18.777,-3.695,"Tooth","4","NA","GK",NA,"NA","NA","NA","NA","yes","isolated carnivore tooth","6/3/2016","10:25:20 AM"
"941","E18",11,0,0,4.293,18.379,-3.668,"Bone","4","NA","GK",NA,"NA","120","35","NA","no","not collected, long bone frag","6/2/2016","3:10:16 PM"
"942","E21",21,0,0,4.433,21.276,-3.909,"ESR Sample","4","NA","NT",NA,"NA","NA","NA","NA","yes","ESR Sample #2: isolated tooth","6/2/2016","2:59:12 PM"
"943","E20",17,0,0,4.228,20.998,-3.94,"ESR Sample","4","NA","NT",NA,"NA","NA","NA","NA","yes","ESR Sample #3: isolated tooth, bovid","6/2/2016","2:58:11 PM"
"944","E20",16,0,0,4.183,20.901,-3.968,"ESR Sample","4","NA","NT",NA,"NA","NA","NA","NA","yes","ESR Sample #4: isolated tooth, bovid - ESR sample","6/2/2016","2:52:55 PM"
"945","E18",10,0,0.01,4.165,18.842,-3.559,"Tooth","4","NA","GK",NA,"NA","NA","NA","NA","yes","isolated tooth, equus","6/2/2016","2:51:14 PM"
"946","E21",30,0,0.03,4.117,21.004,-3.999,"Bone","4","NA","NT","4 E","100","250","45","NA","no","not collected, long bone frag","6/2/2016","2:37:46 PM"
"947","E21",29,0,0,4.166,21.034,-3.967,"Bone","4","NA","NT","0","100","120","65","NA","no","not collected, long bone frag","6/2/2016","2:36:28 PM"
"948","E20",15,0,0,4.232,20.954,-3.923,"Bone","4","NA","NT","16 W","300","120","60","NA","yes","distal tibia frag, equus?","6/2/2016","2:34:32 PM"
"949","E20",14,0,0,4.083,20.95,-4.01,"Tooth","4","NA","NT",NA,"NA","NA","NA","NA","yes","isolated tooth, bovid","6/2/2016","2:33:35 PM"
"950","E17",6,2,0.35,4.247,16.982,-3.807,"Bone","4","NA","Prof.GK",NA,"NA","NA","NA","NA","yes","articulated phalanx (all),","6/2/2016","2:25:45 PM"
"951","E17",6,1,0.400000006,4.198,17.158,-3.839,"Bone","4","NA","Prof.GK","20 SW","234","NA","NA","NA","yes","articulated metatarsal,","6/2/2016","2:24:37 PM"
"952","E17",6,0,0.4,4.136,17.314,-3.863,"Bone","4","NA","Prof.GK","18 SE","118","NA","NA","NA","yes","articulated tibia,","6/2/2016","2:22:51 PM"
"953","E18",9,0,0,4.597,18.237,-3.521,"Bone","4","NA","GK","18 NW","318","180","15","NA","no","not collected, long bone frag","6/2/2016","2:10:38 PM"
"954","E22",5,5,0,4.245,22.006,-3.838,"Bone","4","NA","DG",NA,"NA","290","120","NA","yes","articulated III phalanx, artiodactile","6/2/2016","1:29:43 PM"
"955","E22",5,4,0,4.259,22.045,-3.841,"Bone","4","NA","DG",NA,"NA","290","120","NA","yes","articulated II phalanx, artiodactile","6/2/2016","1:29:37 PM"
"956","E22",5,3,0,4.266,22.085,-3.85,"Bone","4","NA","DG",NA,"NA","290","120","NA","yes","articulated I phalanx, artiodactile","6/2/2016","1:29:30 PM"
"957","E22",5,2,0,4.138,22.17,-3.885,"Bone","4","NA","DG","12 E","220","270","50","NA","yes","articulated metatarsal, artiodactile","6/2/2016","1:29:23 PM"
"958","E22",5,1,0,4.197,22.326,-3.891,"Bone","4","NA","DG","4 E","166","360","105","NA","yes","articulated tibia, artiodactile","6/2/2016","1:29:13 PM"
"959","E22",5,0,0,4.46,22.501,-3.836,"Bone","4","NA","DG","4 E","114","290","120","NA","yes","articulated femour, artiodactile","6/2/2016","1:22:53 PM"
"960","E18",8,1,0.0099999998,4.226,18.29,-3.609,"Bone","4","NA","GK","10 S","130","340","70","NA","yes","articulated tibia, equus","6/2/2016","12:54:00 PM"
"961","E18",8,0,0.0099999998,4.264,18.477,-3.567,"Bone","4","NA","GK","10 S","170","350","110","NA","yes","articulated femur, equus","6/2/2016","12:51:12 PM"
"962","D21",30,0,0.01,3.624,21.036,-4.053,"Bone","4","NA","NT","35 E","110","100","40","NA","no","not collected, long bone frag","6/2/2016","12:28:06 PM"
"963","E19",40,0,0,4.52,19.354,-3.681,"Bone","4","NA","AG",NA,"NA","190","30","NA","no","not collected, long bone frag","6/2/2016","12:24:52 PM"
"964","E19",39,0,0,4.552,19.33,-3.643,"Bone","4","NA","AG",NA,"NA","250","180","NA","no","not collected, long bone frag","6/2/2016","11:56:32 AM"
"965","E19",38,0,0,4.559,19.262,-3.637,"Bone","4","NA","AG",NA,"NA","45","50","NA","no","not collected, long bone frag","6/2/2016","11:55:44 AM"
"966","E19",37,0,0,4.553,19.22,-3.627,"Bone","4","NA","AG",NA,"NA","140","35","NA","no","not collected, long bone frag","6/2/2016","11:54:22 AM"
"967","E17",5,0,0.25,4.244,17.251,-3.654,"Bone","4","NA","Prof.GK","10 SW","230","250","180","NA","yes","turtle carapace","6/2/2016","11:42:48 AM"
"968","E21",28,0,0,4.73,21.048,-3.782,"Bone","4","NA","NT","10 W","258","250","35","NA","no","not collected, long bone frag","6/2/2016","11:37:08 AM"
"969","E19",36,0,0,4.695,19.246,-3.632,"Bone/Tooth","4","NA","AG",NA,"NA","NA","NA","NA","yes","mandible, equus","6/2/2016","10:59:47 AM"
"970","E18",7,0,0,4.316,18.164,-3.505,"Bone","4","NA","GK","8 S","162","120","60","NA","yes","metatarsal frag","6/2/2016","10:32:00 AM"
"971","E19",35,0,0,4.704,19.383,-3.669,"Bone","4","NA","AG","8 SW","254","NA","NA","NA","no","not collected, bone frag","6/2/2016","10:26:12 AM"
"972","C17",53,0,0,2.484,17.123,-4.244,"Bone","4","NA","Prof.GK","26 S","180","230","50","NA","yes","metapodial, equus","6/2/2016","10:17:09 AM"
"973","C17",52,1,0,2.455,17.046,-4.237,"Bone","4","NA","Prof.GK",NA,"NA","NA","NA","NA","yes","articulated tarsal, artiodactile","6/2/2016","10:16:20 AM"
"974","C17",52,0,0,2.347,17.097,-4.266,"Bone","4","NA","Prof.GK","0","42","180","40","NA","yes","articulated metapodial, artiodactile","6/2/2016","10:12:31 AM"
"975","C17",51,0,0,2.439,17.16,-4.285,"Bone","4","NA","Prof.GK","20 S","182","280","20","NA","no","not collected, rib frag","6/2/2016","10:11:31 AM"
"976","E19",34,0,0,4.588,19.37,-3.691,"Tooth","4","NA","AG",NA,"NA","NA","NA","NA","yes","isolated tooth","6/2/2016","9:54:40 AM"
"977","C16",24,0,0,2.372,16.987,-4.261,"Bone","4","NA","Prof.GK",NA,"NA","NA","NA","NA","yes","carpal/tarsal","6/2/2016","9:52:52 AM"
"978","C17",50,0,0,2.44,17.231,-4.275,"Bone","4","NA","Prof.GK",NA,"NA","NA","NA","NA","yes","sesamoid?","6/2/2016","9:42:29 AM"
"979","C17",49,0,0.05,2.353,17.262,-4.291,"Bone","4","NA","Prof.GK","2 N","5","100","20","NA","no","not collected, frag","6/2/2016","9:40:58 AM"
"980","C17",48,0,0.5,2.34,17.022,-4.28,"Bone","4","NA","Prof.GK",NA,"NA","NA","NA","NA","yes","long bone fragment, hyppo","6/2/2016","9:39:30 AM"
"981","E21",27,0,0,4.108,21.369,-3.939,"Bone","4","NA","NT","25 S","198","NA","NA","NA","no","not collected, long bone frag","6/1/2016","3:13:57 PM"
"982","E18",6,0,0.05,4.707,18.514,-3.524,"Bone","4","NA","GK","0","4","290","10","NA","no","not collected, rib frag","6/1/2016","3:10:08 PM"
