"","unit","id","suffix","prism","x","y","z.x","type.x","geo.x","spit","exc","plunge","bearing","length.x","max_width","thickness","collected.x","comment","date.x","time","year","date.y","z.y","type.y","geo.y","collected.y","integrity","articulation","nsp.bone","nsp.tooth","nsp.total","skeletal.element","skeletal.part","bone.portion","voorhies.group","BM.category","bone.shape..cube.tube.flat.","bone.structure..dense.trabecular.","description","class","order","family","genus","species","taxon","stratified.surface","length.y","carnivore_gnawing","refit","remarks","reference_id.if_from_plaster_jacket.","totalstation_comment"
"442","E16","15","2",0.3000000119,4.521,16.313,-3.713,"Bone","4",NA,"GK",0,30,NA,NA,NA,"yes","articulated humerous",2016-06-08,"12:59:34 PM","2016","6/8/2016",-3.713,"Bone","4","yes","complete","articulated","7",NA,"7","carpal",NA,NA,NA,NA,NA,NA,"carpals sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"articulated humerous"
"443","E16","15","3",0.4,4.701,16.305,-3.742,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","articulated humerous",2016-06-08,"12:59:52 PM","2016","6/8/2016",-3.742,"Bone","4","yes","complete","articulated","1",NA,"1","radius, ulna",NA,NA,NA,NA,NA,NA,"radius-ulna sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"articulated humerous"
"444","E16","15","4",0.5,4.887,16.305,-3.77,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","articulated humerous",2016-06-09,"12:21:11 PM","2016","6/9/2016",-3.77,"Bone","4","yes","fragment","articulated","1",NA,"1","humerus","appendicular",NA,NA,NA,NA,NA,"humerus sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,"yes",NA,NA,NA,"articulated humerous"
"445","E16","16","0",0,4.133,16.521,-3.749,"Bone","4",NA,"GK",NA,NA,190,120,NA,"yes","vertebra frag,",2016-06-08,"1:44:58 PM","2016","6/8/2016",-3.749,"Bone","4","yes","complete","isolated","1",NA,"1","sacrum","axial",NA,"I",NA,NA,NA,"sacrum","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"vertebra frag,"
"446","E16","17","0",0.25,4.537,16.007,-3.715,"Bone","4",NA,"GK",0,150,340,NA,NA,"no","not collected, rib frag",2016-06-08,"3:54:57 PM","2016","6/8/2016",-3.715,"Bone","4","no","fragment","isolated","1",NA,"1","rib","axial","fragment",NA,NA,NA,NA,"rib frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",340,NA,NA,NA,NA,"not collected, rib frag"
"447","E16","18","0",0.3,4.561,16.156,-3.727,"Bone/Tooth","4",NA,"GK",NA,NA,120,80,NA,"yes","maxilla, ursus",2016-06-08,"3:56:54 PM","2016","6/8/2016",-3.727,"Bone/Tooth","4","yes","fragment","articulated","1","3","4","maxilla","cranial","fragment","II/III","BM3",NA,NA,"right maxilla frag. with P4-M2","Mammalia","Carnivora","Ursidae","Ursus","etruscus","Ursus etruscus","stratified",NA,NA,NA,NA,NA,"maxilla, ursus"
"448","E16","19","0",0.5,4.81,16.28,-3.762,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","ursus cranium frag",2016-06-08,"4:27:31 PM","2016","6/8/2016",-3.762,"Bone","4","yes","fragment","isolated","1",NA,"1","cranium","cranial","fragment",NA,NA,NA,NA,"cranium frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"ursus cranium frag"
"449","E16","20","0",0.25,4.559,16.613,-3.708,"Bone","4",NA,"GK",4,84,230,60,NA,"yes","metapodial,",2016-06-09,"9:25:17 AM","2016","6/9/2016",-3.708,"Bone","4","yes","complete","isolated","3",NA,"3","metapode","appendicular",NA,"II","BM4",NA,NA,"metacarpal and lateral metacarpals","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"metapodial,"
"450","E16","21","0",0.4,4.642,16.481,-3.718,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","bone frag, possible tooth marks",2016-06-09,"9:26:44 AM","2016","6/9/2016",-3.718,"Bone","4","yes","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.",NA,NA,NA,NA,NA,NA,"stratified",NA,"?toothmark",NA,NA,NA,"bone frag, possible tooth marks"
"451","E16","22","0",0.35,4.601,16.643,-3.708,"Bone","4",NA,"GK",NA,NA,60,50,NA,"yes","astragalus, equus",2016-06-09,"10:00:36 AM","2016","6/9/2016",-3.708,"Bone","4","yes","complete","isolated","1",NA,"1","tarsal","appendicular",NA,"I/II","BM4",NA,NA,"astragalus sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"astragalus, equus"
"452","E16","23","0",0.4,4.662,16.413,-3.723,"Bone","4",NA,"GK",NA,NA,90,25,NA,"no","not collected, rib frag",2016-06-09,"10:06:11 AM","2016","6/9/2016",-3.723,"Bone","4","no","fragment","isolated","1",NA,"1","rib","axial","fragment",NA,NA,NA,NA,"rib frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",90,NA,NA,NA,NA,"not collected, rib frag"
"453","E16","24","0",0.25,4.995,16.268,-3.523,"Bone","4",NA,"GK",NA,NA,120,50,NA,"no","not collected, frag",2016-06-09,"10:21:42 AM","2016","6/9/2016",-3.523,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",120,NA,NA,NA,NA,"not collected, frag"
"454","E16","25","0",0.5,4.927,16.455,-3.788,"Bone","4",NA,"DG",NA,NA,NA,NA,NA,"yes","bird bone",2016-06-09,"11:13:08 AM","2016","6/9/2016",-3.788,"Bone","4","yes","fragment","?articulated","3",NA,"3","tiobiotatrsals' distal frags., tarsometatarsal",NA,"tiobiotatrsals' distal frags., tarsometatarsal",NA,NA,NA,NA,"tiobiotatrsals' distal frags., tarsometatarsal","Aves",NA,NA,NA,NA,"Aves","stratified",NA,NA,NA,NA,NA,"bird bone"
"455","E16","26","0",0.1,4.677,16.711,-3.706,"Bone","4",NA,"GK",16,114,160,55,NA,"no","not collected, humerous diafisis",2016-06-09,"1:56:03 PM","2016","6/9/2016",-3.706,"Bone","4","no","fragment","isolated","1",NA,"1","humerus","appendicular","shaft",NA,NA,NA,NA,"humerous diaphysis","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",160,NA,NA,NA,NA,"not collected, humerous diafisis"
"456","E16","27","0",0.1000000015,4.947,16.137,-3.569,"Bone","4",NA,"GK",8,170,250,60,NA,"no","not collected, radius frag",2016-06-09,"1:57:11 PM","2016","6/9/2016",-3.569,"Bone","4","no","fragment","isolated","1",NA,"1","radius","appendicular","fragment",NA,NA,NA,NA,"radius frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",250,NA,NA,NA,NA,"not collected, radius frag"
"457","E16","29","0",0.15,4.778,16.706,-3.717,"Bone","4",NA,"GK",6,70,220,30,NA,"no","not collected, rib frag",2016-06-09,"2:12:07 PM","2016","6/9/2016",-3.717,"Bone","4","no","fragment","isolated","1",NA,"1","rib","axial","fragment",NA,NA,NA,NA,"rib frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",220,NA,NA,NA,NA,"not collected, rib frag"
"458","E16","30","0",0.1,4.915,16.786,-3.719,"Bone","4",NA,"DK",0,160,130,10,NA,"no","not collected, long bone frag",2016-06-10,"10:33:37 AM","2016","6/10/2016",-3.719,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",130,NA,NA,NA,NA,"not collected, long bone frag"
"459","E16","31","0",0.1,4.456,16.46,-3.906,"Bone","4",NA,"DK",20,168,60,20,NA,"no","Not collected, frag.",2017-05-31,"2:02:48 PM","2017","5/31/2017",-3.906,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",60,NA,NA,NA,NA,"Not collected, frag."
"460","E16","32","0",0.100000001,4.311,16.308,-3.962,"Bone","4",NA,"DK",0,34,100,30,NA,"no","Not collected, frag.",2017-05-31,"2:03:28 PM","2017","5/31/2017",-3.962,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",100,NA,NA,NA,NA,"Not collected, frag."
"461","E17","2","0",0.15,4.019,17.101,-3.617,"Tooth","4",NA,"Prof.GK",NA,NA,NA,NA,NA,"yes","equus tooth",2016-05-30,"11:49:31 AM","2016","5/30/2016",-3.617,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"equus tooth"
"462","E17","3","0",0.25,4.018,17.08,-3.645,"Bone","4",NA,"Prof.GK",NA,NA,NA,NA,NA,"no","not collected, bone fragment",2016-05-30,"12:02:30 PM","2016","5/30/2016",-3.645,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"not collected, bone fragment"
"463","E17","4","0",0.25,4.078,17.096,-3.687,"Tooth","4",NA,"Prof.GK",NA,NA,NA,NA,NA,"yes","equus isolated tooth",2016-05-30,"12:54:24 PM","2016","5/30/2016",-3.687,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"equus isolated tooth"
"464","E17","5","0",0.25,4.244,17.251,-3.654,"Bone","4",NA,"Prof.GK",10,230,250,180,NA,"yes","turtle carapace",2016-06-02,"11:42:48 AM","2016","6/2/2016",-3.654,"Bone","4","yes","complete","isolated","1",NA,"1","carapace",NA,NA,NA,NA,NA,NA,"shell","Reptilia","Chelonii",NA,NA,NA,"Chelonii","stratified",NA,NA,NA,NA,NA,"turtle carapace"
"465","E17","6","0",0.4,4.136,17.314,-3.863,"Bone","4",NA,"Prof.GK",18,118,NA,NA,NA,"yes","articulated tibia,",2016-06-02,"2:22:51 PM","2016","6/2/2016",-3.863,"Bone","4","yes","fragment","articulated","1",NA,"1","tibia",NA,NA,NA,NA,NA,NA,"tibia sin","Mammalia","Artiodactyla","Bovidae",NA,"?ambiguus","Bovidae ?ambiguus","stratified",NA,NA,NA,NA,NA,"articulated tibia,"
"466","E17","6","1",0.400000006,4.198,17.158,-3.839,"Bone","4",NA,"Prof.GK",20,234,NA,NA,NA,"yes","articulated metatarsal,",2016-06-02,"2:24:37 PM","2016","6/2/2016",-3.839,"Bone","4","yes","complete","articulated","1",NA,"1","metapode",NA,NA,NA,NA,NA,NA,"metatarsal sin","Mammalia","Artiodactyla","Bovidae",NA,"?ambiguus","Bovidae ?ambiguus","stratified",NA,NA,NA,NA,NA,"articulated metatarsal,"
"467","E17","6","2",0.35,4.247,16.982,-3.807,"Bone","4",NA,"Prof.GK",NA,NA,NA,NA,NA,"yes","articulated phalanx (all),",2016-06-02,"2:25:45 PM","2016","6/2/2016",-3.807,"Bone","4","yes","complete","articulated","5",NA,"5","phalanx",NA,NA,NA,NA,NA,NA,"first (x2), second (x2) and third (x1) phalanges sin","Mammalia","Artiodactyla","Bovidae",NA,"?ambiguus","Bovidae ?ambiguus","stratified",NA,NA,NA,NA,NA,"articulated phalanx (all),"
"471","E17","7","0",0.15,4.21,17.54,-3.838,"Bone","4",NA,"Prof.GK",4,250,200,40,NA,"yes","articulated tibia, equus",2016-06-03,"11:52:12 AM","2016","6/3/2016",-3.838,"Bone","4","yes","fragment","articulated","1",NA,"1","tibia",NA,"distal",NA,NA,NA,NA,"tibia sin, distal frag.","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"articulated tibia, equus"
"472","E17","7","1",0.150000006,4.213,17.349,-3.857,"Bone","4",NA,"Prof.GK",0,150,NA,NA,NA,"yes","articulated metapodial, equus",2016-06-03,"11:53:39 AM","2016","6/3/2016",-3.857,"Bone","4","yes","complete","articulated","3",NA,"3","metapode",NA,NA,NA,NA,NA,NA,"metatarsal and lateral metatarsals sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"articulated metapodial, equus"
"473","E17","7","2",0.3,4.274,17.179,-3.852,"Bone","4",NA,"Prof.GK",NA,NA,NA,NA,NA,"yes","articulated I phalanx, equus",2016-06-03,"11:55:00 AM","2016","6/3/2016",-3.852,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"first phalanx sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"articulated I phalanx, equus"
"474","E17","7","3",0.3000000119,4.285,17.104,-3.841,"Bone","4",NA,"Prof.GK",NA,NA,NA,NA,NA,"yes","articulated II phalanx, equus",2016-06-03,"11:55:30 AM","2016","6/3/2016",-3.841,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"second phalanx sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"articulated II phalanx, equus"
"475","E17","7","4",0.3000000119,4.311,17.081,-3.831,"Bone","4",NA,"Prof.GK",NA,NA,NA,NA,NA,"yes","articulated III phalanx, equus",2016-06-03,"11:55:39 AM","2016","6/3/2016",-3.831,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"third phalanx sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"articulated III phalanx, equus"
"477","E17","8","0",0.1,4.016,17.77,-3.924,"Bone","4",NA,"Prof.GK",NA,NA,70,NA,NA,"yes","tarsal",2016-06-03,"1:25:36 PM","2016","6/3/2016",-3.924,"Bone","4","yes","complete","articulated","4",NA,"4","tarsal","appendicular",NA,NA,NA,NA,NA,"a. calcaneus, b. astragalus, c. cuboscaphoid, e. tarsal dex","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"tarsal"
"478","E17","10","0",0,4.383,17.705,-3.869,"Bone","4",NA,"NT",2,238,120,50,NA,"yes","calcaneus,",2016-06-06,"3:19:41 PM","2016","6/6/2016",-3.869,"Bone","4","yes","complete","isolated","1",NA,"1","tarsal","appendicular",NA,"I/II",NA,NA,NA,"calcaneus dex","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"calcaneus,"
"479","E17","11","0",0,4.238,17.813,-3.921,"Bone","4",NA,"DG",22,196,160,70,NA,"no","long bone frag",2016-06-08,"10:27:16 AM","2016","6/8/2016",-3.921,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",160,NA,NA,NA,NA,NA
"480","E17","12","0",0,4.773,17.3,-3.815,"Tooth","4",NA,"DG",NA,NA,NA,NA,NA,"yes","isolated tooth frag",2016-06-08,"12:55:21 PM","2016","6/8/2016",-3.815,"Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"tooth frag.","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"isolated tooth frag"
"481","E17","13","0",0.25,4.951,17.525,-3.65,"Bone","4",NA,"DG",20,220,100,35,NA,"no","not collected, frag",2016-06-08,"4:11:20 PM","2016","6/8/2016",-3.65,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",100,NA,NA,NA,NA,"not collected, frag"
"482","E17","14","0",0.2,4.952,17.457,-3.66,"Bone","4",NA,"DG",NA,NA,90,65,NA,"no","not collected, frag",2016-06-08,"4:12:34 PM","2016","6/8/2016",-3.66,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",90,NA,NA,NA,NA,"not collected, frag"
"483","E17","15","0",0.2,4.98,17.376,-3.626,"Bone","4",NA,"DG",0,118,220,100,NA,"no","not collected, long bone frag",2016-06-09,"9:35:11 AM","2016","6/9/2016",-3.626,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",220,NA,NA,NA,NA,"not collected, long bone frag"
"484","E17","16","0",0.1,4.48,17.885,-3.953,"Bone/Tooth","4",NA,"DK",NA,NA,NA,NA,NA,"yes","isolated tooth, equus",2016-06-10,"12:50:37 PM","2016","6/10/2016",-3.953,"Bone/Tooth","4","yes","fragment","articulated","1","1","2","mandible","cranial","fragment","II/III","BM4",NA,NA,"mandible frag. with tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"isolated tooth, equus"
"485","E17","17","0",0,4.357,17.148,-3.909,"Bone","4",NA,"KH",20,150,90,25,NA,"no","Long bone frag. Not collected",2017-05-30,"11:24:14 AM","2017","5/30/2017",-3.909,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",90,NA,NA,NA,NA,"Long bone frag. Not collected"
"486","E17","18","0",0,4.149,17.257,-3.957,"Bone","4",NA,"KH",10,82,35,4,NA,"no","Not collected",2017-05-30,"11:25:17 AM","2017","5/30/2017",-3.957,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",35,NA,NA,NA,NA,"Not collected"
"487","E17","19","0",0,4.094,17.257,-3.928,"Bone","4",NA,"KH",18,222,90,40,NA,"yes","Deer, calcaneous",2017-05-30,"11:26:14 AM","2017","5/30/2017",-3.928,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"calcaneus sin","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",90,NA,NA,NA,NA,"Deer, calcaneous"
"489","E17","20","0",0,4.153,17.203,-3.938,"Bone","4",NA,"KH",NA,NA,23,16,NA,"yes","carpal/tarsal",2017-05-30,"11:27:34 AM","2017","5/30/2017",-3.938,"Bone","4","yes","complete","isolated","1",NA,"1","sesamoid","appendicular",NA,"I/II","BM4",NA,NA,"sesamoid","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",23,NA,NA,NA,NA,"carpal/tarsal"
"490","E17","21","0",0,4.52,17.546,-4.011,"Bone","4",NA,"KH",26,152,135,25,NA,"no","Not collected, long bone frag.",2017-05-30,"12:46:31 PM","2017","5/30/2017",-4.011,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",135,NA,NA,NA,NA,"Not collected, long bone frag."
"491","E17","22","0",0,4.441,17.4,-4.038,"Bone","4",NA,"KH",NA,NA,40,37,NA,"yes","equus, carpal",2017-05-31,"10:45:04 AM","2017","5/31/2017",-4.038,"Bone","4","yes","complete","isolated","1",NA,"1","carpal","appendicular",NA,"I/II","BM4",NA,NA,"carpal","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",40,NA,NA,NA,NA,"equus, carpal"
"492","E17","23","0",0,4.451,17.657,-4.057,"Bone","4",NA,"KH",6,112,60,25,NA,"no","Not collected,  frag, very weathered",2017-05-31,"10:57:13 AM","2017","5/31/2017",-4.057,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",60,NA,NA,NA,NA,"Not collected,  frag, very weathered"
"493","E17","24","0",0.1,4.618,17.752,-4.149,"Bone","4",NA,"KH",12,180,220,65,NA,"yes","metapodial, bison, complete",2017-06-01,"10:18:16 AM","2017","6/1/2017",-4.149,"Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II","BM4",NA,NA,"metacarpal","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",220,NA,NA,NA,NA,"metapodial, bison, complete"
"494","E17","25","0",0.05,4.584,17.667,-4.198,"Tooth","4",NA,"KH",NA,NA,50,35,NA,"yes","isolated tooth",2017-06-01,"10:21:05 AM","2017","6/1/2017",-4.198,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",50,NA,NA,NA,NA,"isolated tooth"
"495","E17","26","0",0,4.136,17.514,-4.11,"Bone","4",NA,"KH",20,305,50,30,NA,"no","Not collected,",2017-06-01,"10:23:30 AM","2017","6/1/2017",-4.11,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",50,NA,NA,NA,NA,"Not collected,"
"496","E17","27","0",0.1,4.275,17.463,-4.139,"Bone","4",NA,"KH",NA,NA,31,25,NA,"yes","carpal, complete",2017-06-01,"12:15:34 PM","2017","6/1/2017",-4.139,"Bone","4","yes","complete","isolated","1",NA,"1","carpal","appendicular",NA,"I/II",NA,NA,NA,"carpal","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",31,NA,NA,NA,NA,"carpal, complete"
"497","E17","28","0",0,4.236,17.348,-4.135,"Bone","4",NA,"KH",12,230,60,15,NA,"yes","Rib frag., equus",2017-06-01,"12:46:27 PM","2017","6/1/2017",-4.135,"Bone","4","yes","fragment","isolated","1",NA,"1","metapode","appendicular","fragment",NA,NA,NA,NA,"lateral metapode","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",60,NA,NA,NA,NA,"Rib frag., equus"
"498","E17","29","0",0,4.441,17.677,-4.231,"Tooth","4",NA,"KH",NA,NA,25,18,NA,"yes","isolated tooth",2017-06-01,"12:53:27 PM","2017","6/1/2017",-4.231,"Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"incisor","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",25,NA,NA,NA,NA,"isolated tooth"
"499","E17","30","0",0.150000006,4.749,17.511,-4.191,"Tooth","4",NA,"KH",0,280,NA,NA,NA,"yes","isolated tooth",2017-06-01,"2:47:52 PM","2017","6/1/2017",-4.191,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper molar","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"isolated tooth"
"500","E17","31","0",0.150000006,4.708,17.44,-4.192,"Tooth","4",NA,"KH",6,184,NA,NA,NA,"yes","isolated tooth",2017-06-01,"2:49:16 PM","2017","6/1/2017",-4.192,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper molar","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"isolated tooth"
"501","E17","32","0",0,4.302,17.078,-4.164,"Bone","4",NA,"TM",4,214,180,35,NA,"no","Not collected, long bone frag.",2017-06-01,"3:12:48 PM","2017","6/1/2017",-4.164,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",180,NA,NA,NA,NA,"Not collected, long bone frag."
"502","E17","33","0",0,4.543,17.434,-4.172,"Bone","4",NA,"KH",NA,NA,100,90,NA,"yes","Vertebra, complete",2017-06-01,"3:44:21 PM","2017","6/1/2017",-4.172,"Bone","4","yes","complete","isolated","1",NA,"1","vertebra","axial",NA,"I",NA,NA,NA,"cervical vertebra","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",100,NA,NA,NA,NA,"Vertebra, complete"
"503","E17","34","0",0,4.53,17.586,-4.22,"Bone","4",NA,"DK",20,216,80,25,NA,"yes","long bone frag.",2017-06-02,"11:25:25 AM","2017","6/2/2017",-4.22,"Bone","4","yes","fragment","isolated","1",NA,"1","limb bone","appendicular","shaft",NA,NA,NA,NA,"diaphysis","Mammalia","?Carnivora",NA,NA,NA,"?Carnivora","stratified",80,NA,NA,NA,NA,"long bone frag."
"504","E17","35","0",0,4.061,17.245,-4.136,"Bone","4",NA,"DK",NA,NA,90,50,NA,"yes","Vertebra frag.",2017-06-02,"11:27:16 AM","2017","6/2/2017",-4.136,"Bone","4","yes","fragment","isolated","1",NA,"1","vertebra","axial","fragment",NA,NA,NA,NA,"vertebra frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",90,NA,NA,NA,NA,"Vertebra frag."
"505","E17","36","0",0.15,4.331,17.668,-4.278,"Bone","4",NA,"AG",40,90,125,65,125,"no","Not collected, bone frag.",2017-06-02,"12:07:52 PM","2017","6/2/2017",-4.278,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",125,NA,NA,NA,NA,"Not collected, bone frag."
"506","E17","37","0",0,4.227,17.456,-4.241,"Bone","4",NA,"DK",4,262,90,20,NA,"no","Not collected, frag.",2017-06-02,"12:38:40 PM","2017","6/2/2017",-4.241,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",90,NA,NA,NA,NA,"Not collected, frag."
"507","E18","3","0",0.02,4.014,18.886,-3.524,"Bone","4",NA,"GK",0,96,370,30,NA,"no","not collected, long bone",2016-06-01,"11:05:12 AM","2016","6/1/2016",-3.524,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",370,NA,NA,NA,NA,"not collected, long bone"
"508","E18","4","0",0,4.166,18.996,-3.537,"Bone","4",NA,"AG",12,42,290,50,NA,"no","not collected, long bone frag",2016-06-01,"12:19:19 PM","2016","6/1/2016",-3.537,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",290,NA,NA,NA,NA,"not collected, long bone frag"
"509","E18","6","0",0.05,4.707,18.514,-3.524,"Bone","4",NA,"GK",0,4,290,10,NA,"no","not collected, rib frag",2016-06-01,"3:10:08 PM","2016","6/1/2016",-3.524,"Bone","4","no","fragment","isolated","1",NA,"1","rib","axial","fragment",NA,NA,NA,NA,"rib frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",290,NA,NA,NA,NA,"not collected, rib frag"
